asset,time,adj_close,close,high,low,open,volume
AAPL,2024-07-26,216.94541931152344,217.9600067138672,219.49000549316406,216.00999450683594,218.6999969482422,41601300
AAPL,2024-07-29,217.22412109375,218.24000549316406,219.3000030517578,215.75,216.9600067138672,36311800
AAPL,2024-07-30,217.78152465820312,218.8000030517578,220.3300018310547,216.1199951171875,219.19000244140625,41643800
AAPL,2024-07-31,221.04623413085938,222.0800018310547,223.82000732421875,220.6300048828125,221.44000244140625,50036300
AAPL,2024-08-01,217.34356689453125,218.36000061035156,224.47999572753906,217.02000427246094,224.3699951171875,62501000
AAPL,2024-08-02,218.83657836914062,219.86000061035156,225.60000610351562,217.7100067138672,219.14999389648438,105568600
AAPL,2024-08-05,208.29586791992188,209.27000427246094,213.5,196.0,199.08999633789062,119548600
AAPL,2024-08-06,206.26535034179688,207.22999572753906,209.99000549316406,201.07000732421875,205.3000030517578,69660500
AAPL,2024-08-07,208.84332275390625,209.82000732421875,213.63999938964844,206.38999938964844,206.89999389648438,63516400
AAPL,2024-08-08,212.3170623779297,213.30999755859375,214.1999969482422,208.8300018310547,213.11000061035156,47161100
AAPL,2024-08-09,215.23342895507812,216.24000549316406,216.77999877929688,211.97000122070312,212.10000610351562,42201600
AAPL,2024-08-12,216.76803588867188,217.52999877929688,219.50999450683594,215.60000610351562,216.07000732421875,38028100
AAPL,2024-08-13,220.49493408203125,221.27000427246094,221.88999938964844,219.00999450683594,219.00999450683594,44155300
AAPL,2024-08-14,220.943359375,221.72000122070312,223.02999877929688,219.6999969482422,220.57000732421875,41960600
AAPL,2024-08-15,223.93284606933594,224.72000122070312,225.35000610351562,222.75999450683594,224.60000610351562,46414000
AAPL,2024-08-16,225.25819396972656,226.0500030517578,226.8300018310547,223.64999389648438,223.9199981689453,44340200
AAPL,2024-08-19,225.09873962402344,225.88999938964844,225.99000549316406,223.0399932861328,225.72000122070312,40687800
AAPL,2024-08-20,225.71656799316406,226.50999450683594,227.1699981689453,225.4499969482422,225.77000427246094,30299000
AAPL,2024-08-21,225.60696411132812,226.39999389648438,227.97999572753906,225.0500030517578,226.52000427246094,34765500
AAPL,2024-08-22,223.74351501464844,224.52999877929688,228.33999633789062,223.89999389648438,227.7899932861328,43695300
AAPL,2024-08-23,226.04542541503906,226.83999633789062,228.22000122070312,224.3300018310547,225.66000366210938,38677300
AAPL,2024-08-26,226.3842315673828,227.17999267578125,227.27999877929688,223.88999938964844,226.75999450683594,30602200
AAPL,2024-08-27,227.23126220703125,228.02999877929688,228.85000610351562,224.88999938964844,226.0,35934600
AAPL,2024-08-28,225.6966552734375,226.49000549316406,229.86000061035156,225.67999267578125,227.9199981689453,38052200
AAPL,2024-08-29,228.98507690429688,229.7899932861328,232.9199981689453,228.8800048828125,230.10000610351562,51906300
AAPL,2024-08-30,228.19784545898438,229.0,230.39999389648438,227.47999572753906,230.19000244140625,52990800
AAPL,2024-09-03,221.9896697998047,222.77000427246094,229.0,221.1699981689453,228.5500030517578,50190600
AAPL,2024-09-04,220.07640075683594,220.85000610351562,221.77999877929688,217.47999572753906,221.66000366210938,43840200
AAPL,2024-09-05,221.60104370117188,222.3800048828125,225.47999572753906,221.52000427246094,221.6300048828125,36615400
AAPL,2024-09-06,220.0465087890625,220.82000732421875,225.24000549316406,219.77000427246094,223.9499969482422,48423000
AAPL,2024-09-09,220.13619995117188,220.91000366210938,221.27000427246094,216.7100067138672,220.82000732421875,67180000
AAPL,2024-09-10,219.3389892578125,220.11000061035156,221.47999572753906,216.72999572753906,218.9199981689453,51591000
AAPL,2024-09-11,221.88006591796875,222.66000366210938,223.08999633789062,217.88999938964844,221.4600067138672,44587100
AAPL,2024-09-12,221.9896697998047,222.77000427246094,223.5500030517578,219.82000732421875,222.5,37498200
AAPL,2024-09-13,221.7206268310547,222.5,224.0399932861328,221.91000366210938,223.5800018310547,36766600
AAPL,2024-09-16,215.56228637695312,216.32000732421875,217.22000122070312,213.9199981689453,216.5399932861328,59357400
AAPL,2024-09-17,216.03060913085938,216.7899932861328,216.89999389648438,214.5,215.75,45519300
AAPL,2024-09-18,219.91697692871094,220.69000244140625,222.7100067138672,217.5399932861328,217.5500030517578,59894900
AAPL,2024-09-19,228.0683135986328,228.8699951171875,229.82000732421875,224.6300048828125,224.99000549316406,66781300
AAPL,2024-09-20,227.40065002441406,228.1999969482422,233.08999633789062,227.6199951171875,229.97000122070312,318679900
AAPL,2024-09-23,225.67672729492188,226.47000122070312,229.4499969482422,225.80999755859375,227.33999633789062,54146000
AAPL,2024-09-24,226.57354736328125,227.3699951171875,229.35000610351562,225.72999572753906,228.64999389648438,43556100
AAPL,2024-09-25,225.57705688476562,226.3699951171875,227.2899932861328,224.02000427246094,224.92999267578125,42308700
AAPL,2024-09-26,226.72303771972656,227.52000427246094,228.5,225.41000366210938,227.3000030517578,36636700
AAPL,2024-09-27,226.99208068847656,227.7899932861328,229.52000427246094,227.3000030517578,228.4600067138672,34026000
AAPL,2024-09-30,232.18385314941406,233.0,233.0,229.64999389648438,230.0399932861328,54541900
AAPL,2024-10-01,225.41763305664062,226.2100067138672,229.64999389648438,223.74000549316406,229.52000427246094,63285000
AAPL,2024-10-02,225.98562622070312,226.77999877929688,227.3699951171875,223.02000427246094,225.88999938964844,32880600
AAPL,2024-10-03,224.8795166015625,225.6699981689453,226.80999755859375,223.32000732421875,225.13999938964844,34044200
AAPL,2024-10-04,226.00555419921875,226.8000030517578,228.0,224.1300048828125,227.89999389648438,37245100
AAPL,2024-10-07,220.91346740722656,221.69000244140625,225.69000244140625,221.3300018310547,224.5,39505400
AAPL,2024-10-08,224.97918701171875,225.77000427246094,225.97999572753906,223.25,224.3000030517578,31855700
AAPL,2024-10-09,228.73594665527344,229.5399932861328,229.75,224.8300018310547,225.22999572753906,33591100
AAPL,2024-10-10,228.23770141601562,229.0399932861328,229.5,227.1699981689453,227.77999877929688,28183500
AAPL,2024-10-11,226.75294494628906,227.5500030517578,229.41000366210938,227.33999633789062,229.3000030517578,31759200
AAPL,2024-10-14,230.48980712890625,231.3000030517578,231.72999572753906,228.60000610351562,228.6999969482422,39882100
AAPL,2024-10-15,233.03086853027344,233.85000610351562,237.49000549316406,232.3699951171875,233.61000061035156,64751400
AAPL,2024-10-16,230.96810913085938,231.77999877929688,232.1199951171875,229.83999633789062,231.60000610351562,34082200
AAPL,2024-10-17,231.33682250976562,232.14999389648438,233.85000610351562,230.52000427246094,233.42999267578125,32993800
AAPL,2024-10-18,234.1768341064453,235.0,236.17999267578125,234.00999450683594,236.17999267578125,46431500
AAPL,2024-10-21,235.65164184570312,236.47999572753906,236.85000610351562,234.4499969482422,234.4499969482422,36254500
AAPL,2024-10-22,235.03382873535156,235.86000061035156,236.22000122070312,232.60000610351562,233.88999938964844,38846600
AAPL,2024-10-23,229.95169067382812,230.75999450683594,235.13999938964844,227.75999450683594,234.0800018310547,52287000
AAPL,2024-10-24,229.76235961914062,230.57000732421875,230.82000732421875,228.41000366210938,229.97999572753906,31109500
AAPL,2024-10-25,230.59942626953125,231.41000366210938,233.22000122070312,229.57000732421875,229.74000549316406,38802300
AAPL,2024-10-28,232.5824432373047,233.39999389648438,234.72999572753906,232.5500030517578,233.32000732421875,36087100
AAPL,2024-10-29,232.85150146484375,233.6699981689453,234.3300018310547,232.32000732421875,233.10000610351562,35417200
AAPL,2024-10-30,229.29400634765625,230.10000610351562,233.47000122070312,229.5500030517578,232.61000061035156,47070900
AAPL,2024-10-31,225.11868286132812,225.91000366210938,229.8300018310547,225.3699951171875,229.33999633789062,64370100
AAPL,2024-11-01,222.12918090820312,222.91000366210938,225.35000610351562,220.27000427246094,220.97000122070312,65276700
AAPL,2024-11-04,221.23233032226562,222.00999450683594,222.7899932861328,219.7100067138672,220.99000549316406,44944500
AAPL,2024-11-05,222.66729736328125,223.4499969482422,223.9499969482422,221.13999938964844,221.8000030517578,28111300
AAPL,2024-11-06,221.93984985351562,222.72000122070312,226.07000732421875,221.19000244140625,222.61000061035156,54561100
AAPL,2024-11-07,226.6831817626953,227.47999572753906,227.8800048828125,224.57000732421875,224.6300048828125,42137700
AAPL,2024-11-08,226.41383361816406,226.9600067138672,228.66000366210938,226.41000366210938,227.1699981689453,38328800
AAPL,2024-11-11,223.69039916992188,224.22999572753906,225.6999969482422,221.5,225.0,42005600
AAPL,2024-11-12,223.69039916992188,224.22999572753906,225.58999633789062,223.36000061035156,224.5500030517578,40398300
AAPL,2024-11-13,224.5782470703125,225.1199951171875,226.64999389648438,222.75999450683594,224.00999450683594,48566200
AAPL,2024-11-14,227.67079162597656,228.22000122070312,228.8699951171875,225.0,225.02000427246094,44923900
AAPL,2024-11-15,224.4585418701172,225.0,226.9199981689453,224.27000427246094,226.39999389648438,47923700
AAPL,2024-11-18,227.4712677001953,228.02000427246094,229.74000549316406,225.1699981689453,225.25,44686000
AAPL,2024-11-19,227.73065185546875,228.27999877929688,230.16000366210938,226.66000366210938,226.97999572753906,36211800
AAPL,2024-11-20,228.44891357421875,229.0,229.92999267578125,225.88999938964844,228.05999755859375,35169600
AAPL,2024-11-21,227.97007751464844,228.52000427246094,230.16000366210938,225.7100067138672,228.8800048828125,42108300
AAPL,2024-11-22,229.3168182373047,229.8699951171875,230.72000122070312,228.05999755859375,228.05999755859375,38168300
AAPL,2024-11-25,232.30960083007812,232.8699951171875,233.25,229.74000549316406,231.4600067138672,90152800
AAPL,2024-11-26,234.49432373046875,235.05999755859375,235.57000732421875,233.3300018310547,233.3300018310547,45986200
AAPL,2024-11-27,234.36463928222656,234.92999267578125,235.69000244140625,233.80999755859375,234.47000122070312,33498400
AAPL,2024-11-29,236.7588653564453,237.3300018310547,237.80999755859375,233.97000122070312,234.80999755859375,28481400
AAPL,2024-12-02,239.013427734375,239.58999633789062,240.7899932861328,237.16000366210938,237.27000427246094,48137100
AAPL,2024-12-03,242.06607055664062,242.64999389648438,242.75999450683594,238.89999389648438,239.80999755859375,38861000
AAPL,2024-12-04,242.42520141601562,243.00999450683594,244.11000061035156,241.25,242.8699951171875,44383900
AAPL,2024-12-05,242.4551239013672,243.0399932861328,244.5399932861328,242.1300048828125,243.99000549316406,40033900
AAPL,2024-12-06,242.25559997558594,242.83999633789062,244.6300048828125,242.0800018310547,242.91000366210938,36870600
AAPL,2024-12-09,246.1562042236328,246.75,247.24000549316406,241.75,241.8300018310547,44649200
AAPL,2024-12-10,247.1737518310547,247.77000427246094,248.2100067138672,245.33999633789062,246.88999938964844,36914800
AAPL,2024-12-11,245.89683532714844,246.49000549316406,250.8000030517578,246.25999450683594,247.9600067138672,45205800
AAPL,2024-12-12,247.36329650878906,247.9600067138672,248.74000549316406,245.67999267578125,246.88999938964844,32777500
AAPL,2024-12-13,247.5328826904297,248.1300048828125,249.2899932861328,246.24000549316406,247.82000732421875,33155300
AAPL,2024-12-16,250.43588256835938,251.0399932861328,251.3800048828125,247.64999389648438,247.99000549316406,51694800
AAPL,2024-12-17,252.8699951171875,253.47999572753906,253.8300018310547,249.77999877929688,250.0800018310547,51356400
AAPL,2024-12-18,247.4530792236328,248.0500030517578,254.27999877929688,247.74000549316406,252.16000366210938,56774100
AAPL,2024-12-19,249.1888885498047,249.7899932861328,252.0,247.08999633789062,247.5,60882300
AAPL,2024-12-20,253.87759399414062,254.49000549316406,255.0,245.69000244140625,248.0399932861328,147495300
AAPL,2024-12-23,254.6557159423828,255.27000427246094,255.64999389648438,253.4499969482422,254.77000427246094,40858800
AAPL,2024-12-24,257.57867431640625,258.20001220703125,258.2099914550781,255.2899932861328,255.49000549316406,23234700
AAPL,2024-12-26,258.39666748046875,259.0199890136719,260.1000061035156,257.6300048828125,258.19000244140625,27237100
AAPL,2024-12-27,254.9749298095703,255.58999633789062,258.70001220703125,253.05999755859375,257.8299865722656,42355300
AAPL,2024-12-30,251.59307861328125,252.1999969482422,253.5,250.75,252.22999572753906,35557500
AAPL,2024-12-31,249.81736755371094,250.4199981689453,253.27999877929688,249.42999267578125,252.44000244140625,39480700
AAPL,2025-01-02,243.26319885253906,243.85000610351562,249.10000610351562,241.82000732421875,248.92999267578125,55740700
AAPL,2025-01-03,242.7743682861328,243.36000061035156,244.17999267578125,241.88999938964844,243.36000061035156,40244100
AAPL,2025-01-06,244.41041564941406,245.0,247.3300018310547,243.1999969482422,244.30999755859375,45045600
AAPL,2025-01-07,241.62713623046875,242.2100067138672,245.5500030517578,241.35000610351562,242.97999572753906,40856000
AAPL,2025-01-08,242.11595153808594,242.6999969482422,243.7100067138672,240.0500030517578,241.9199981689453,37628900
AAPL,2025-01-10,236.28004455566406,236.85000610351562,240.16000366210938,233.0,240.00999450683594,61710900
AAPL,2025-01-13,233.83592224121094,234.39999389648438,234.6699981689453,229.72000122070312,233.52999877929688,49630700
AAPL,2025-01-14,232.71861267089844,233.27999877929688,236.1199951171875,232.47000122070312,234.75,39435300
AAPL,2025-01-15,237.2975616455078,237.8699951171875,238.9600067138672,234.42999267578125,234.63999938964844,39832000
AAPL,2025-01-16,227.710693359375,228.25999450683594,238.00999450683594,228.02999877929688,237.35000610351562,71759100
AAPL,2025-01-17,229.4265594482422,229.97999572753906,232.2899932861328,228.47999572753906,232.1199951171875,68488300
AAPL,2025-01-21,222.10421752929688,222.63999938964844,224.4199981689453,219.3800048828125,224.0,98070400
AAPL,2025-01-22,223.29136657714844,223.8300018310547,224.1199951171875,219.7899932861328,219.7899932861328,64126500
AAPL,2025-01-23,223.1217803955078,223.66000366210938,227.02999877929688,222.3000030517578,224.74000549316406,60234800
AAPL,2025-01-24,222.24388122558594,222.77999877929688,225.6300048828125,221.41000366210938,224.77999877929688,54697900
AAPL,2025-01-27,229.30685424804688,229.86000061035156,232.14999389648438,223.97999572753906,224.02000427246094,94863400
AAPL,2025-01-28,237.68663024902344,238.25999450683594,240.19000244140625,230.80999755859375,230.85000610351562,75707600
AAPL,2025-01-29,238.7839813232422,239.36000061035156,239.86000061035156,234.00999450683594,234.1199951171875,45486100
AAPL,2025-01-30,237.0182342529297,237.58999633789062,240.7899932861328,237.2100067138672,238.6699981689453,55658300
AAPL,2025-01-31,235.4320831298828,236.0,247.19000244140625,233.44000244140625,247.19000244140625,101075100
AAPL,2025-02-03,227.46128845214844,228.00999450683594,231.8300018310547,225.6999969482422,229.99000549316406,73063300
AAPL,2025-02-04,232.23977661132812,232.8000030517578,233.1300048828125,226.64999389648438,227.25,45067300
AAPL,2025-02-05,231.91058349609375,232.47000122070312,232.6699981689453,228.27000427246094,228.52999877929688,39620300
AAPL,2025-02-06,232.6587677001953,233.22000122070312,233.8000030517578,230.42999267578125,231.2899932861328,29925300
AAPL,2025-02-07,227.08221435546875,227.6300048828125,234.0,227.25999450683594,232.60000610351562,39707200
AAPL,2025-02-10,227.3518524169922,227.64999389648438,230.58999633789062,227.1999969482422,229.57000732421875,33115600
AAPL,2025-02-11,232.3153533935547,232.6199951171875,235.22999572753906,228.1300048828125,228.1999969482422,53718400
AAPL,2025-02-12,236.55978393554688,236.8699951171875,236.9600067138672,230.67999267578125,231.1999969482422,45243300
AAPL,2025-02-13,241.21368408203125,241.52999877929688,242.33999633789062,235.57000732421875,236.91000366210938,53614100
AAPL,2025-02-14,244.2796630859375,244.60000610351562,245.5500030517578,240.99000549316406,241.25,40896200
AAPL,2025-02-18,244.14984130859375,244.47000122070312,245.17999267578125,241.83999633789062,244.14999389648438,48822500
AAPL,2025-02-19,244.54930114746094,244.8699951171875,246.00999450683594,243.16000366210938,244.66000366210938,32204200
AAPL,2025-02-20,245.508056640625,245.8300018310547,246.77999877929688,244.2899932861328,244.94000244140625,32316900
AAPL,2025-02-21,245.22842407226562,245.5500030517578,248.69000244140625,245.22000122070312,245.9499969482422,53197400
AAPL,2025-02-24,246.77639770507812,247.10000610351562,248.86000061035156,244.4199981689453,244.92999267578125,51326400
AAPL,2025-02-25,246.71646118164062,247.0399932861328,250.0,244.91000366210938,248.0,48013300
AAPL,2025-02-26,240.0452117919922,240.36000061035156,244.97999572753906,239.1300048828125,244.3300018310547,44433600
AAPL,2025-02-27,236.98922729492188,237.3000030517578,242.4600067138672,237.05999755859375,239.41000366210938,41153600
AAPL,2025-02-28,241.5232696533203,241.83999633789062,242.08999633789062,230.1999969482422,236.9499969482422,56833400
AAPL,2025-03-03,237.71826171875,238.02999877929688,244.02999877929688,236.11000061035156,241.7899932861328,47184000
AAPL,2025-03-04,235.6210174560547,235.92999267578125,240.07000732421875,234.67999267578125,237.7100067138672,53798100
AAPL,2025-03-05,235.4312744140625,235.74000549316406,236.5500030517578,229.22999572753906,235.4199981689453,47227600
AAPL,2025-03-06,235.0218048095703,235.3300018310547,237.86000061035156,233.16000366210938,234.44000244140625,45170400
AAPL,2025-03-07,238.7569122314453,239.07000732421875,241.3699951171875,234.75999450683594,235.11000061035156,46273600
AAPL,2025-03-10,227.1820831298828,227.47999572753906,236.16000366210938,224.22000122070312,235.5399932861328,72071200
AAPL,2025-03-11,220.55078125,220.83999633789062,225.83999633789062,217.4499969482422,223.80999755859375,76137400
AAPL,2025-03-12,216.69583129882812,216.97999572753906,221.75,214.91000366210938,220.13999938964844,62547500
AAPL,2025-03-13,209.4053955078125,209.67999267578125,216.83999633789062,208.4199981689453,215.9499969482422,61368300
AAPL,2025-03-14,213.21041870117188,213.49000549316406,213.9499969482422,209.5800018310547,211.25,60107600
AAPL,2025-03-17,213.71974182128906,214.0,215.22000122070312,209.97000122070312,213.30999755859375,48073400
AAPL,2025-03-18,212.4114532470703,212.69000244140625,215.14999389648438,211.49000549316406,214.16000366210938,42432400
AAPL,2025-03-19,214.95811462402344,215.24000549316406,218.75999450683594,213.75,214.22000122070312,54385400
AAPL,2025-03-20,213.81961059570312,214.10000610351562,217.49000549316406,212.22000122070312,213.99000549316406,48862900
AAPL,2025-03-21,217.98414611816406,218.27000427246094,218.83999633789062,211.27999877929688,211.55999755859375,94127800
AAPL,2025-03-24,220.44091796875,220.72999572753906,221.47999572753906,218.5800018310547,221.0,44299500
AAPL,2025-03-25,223.45697021484375,223.75,224.10000610351562,220.0800018310547,220.77000427246094,34493600
AAPL,2025-03-26,221.2398681640625,221.52999877929688,225.02000427246094,220.47000122070312,223.50999450683594,34466100
AAPL,2025-03-27,223.5568389892578,223.85000610351562,224.99000549316406,220.55999755859375,221.38999938964844,37094800
AAPL,2025-03-28,217.6146240234375,217.89999389648438,223.80999755859375,217.67999267578125,221.6699981689453,39818600
AAPL,2025-03-31,221.83909606933594,222.1300048828125,225.6199951171875,216.22999572753906,217.00999450683594,65299300
AAPL,2025-04-01,222.897705078125,223.19000244140625,223.67999267578125,218.89999389648438,219.80999755859375,36412700
AAPL,2025-04-02,223.59678649902344,223.88999938964844,225.19000244140625,221.02000427246094,221.32000732421875,35905900
AAPL,2025-04-03,202.9239044189453,203.19000244140625,207.49000549316406,201.25,205.5399932861328,103419000
AAPL,2025-04-04,188.13330078125,188.3800048828125,199.8800048828125,187.33999633789062,193.88999938964844,125910900
AAPL,2025-04-07,181.2223663330078,181.4600067138672,194.14999389648438,174.6199951171875,177.1999969482422,160466300
AAPL,2025-04-08,172.19419860839844,172.4199981689453,190.33999633789062,169.2100067138672,186.6999969482422,120859500
AAPL,2025-04-09,198.58958435058594,198.85000610351562,200.61000061035156,171.88999938964844,171.9499969482422,184395900
AAPL,2025-04-10,190.17062377929688,190.4199981689453,194.77999877929688,183.0,189.07000732421875,121880000
AAPL,2025-04-11,197.89048767089844,198.14999389648438,199.5399932861328,186.05999755859375,186.10000610351562,87435900
AAPL,2025-04-14,202.25477600097656,202.52000427246094,212.94000244140625,201.16000366210938,211.44000244140625,101352900
AAPL,2025-04-15,201.87527465820312,202.13999938964844,203.50999450683594,199.8000030517578,201.86000061035156,51343900
AAPL,2025-04-16,194.0155792236328,194.27000427246094,200.6999969482422,192.3699951171875,198.36000061035156,59732400
AAPL,2025-04-17,196.72203063964844,196.97999572753906,198.8300018310547,194.4199981689453,197.1999969482422,51334300
AAPL,2025-04-21,192.9070281982422,193.16000366210938,193.8000030517578,189.80999755859375,193.27000427246094,46742500
AAPL,2025-04-22,199.47842407226562,199.74000549316406,201.58999633789062,195.97000122070312,196.1199951171875,52976400
AAPL,2025-04-23,204.33206176757812,204.60000610351562,208.0,202.8000030517578,206.0,52929200
AAPL,2025-04-24,208.09710693359375,208.3699951171875,208.8300018310547,202.94000244140625,204.88999938964844,47311000
AAPL,2025-04-25,209.00592041015625,209.27999877929688,209.75,206.1999969482422,206.3699951171875,38222300
AAPL,2025-04-28,209.8647918701172,210.13999938964844,211.5,207.4600067138672,210.0,38743100
AAPL,2025-04-29,210.9333953857422,211.2100067138672,212.24000549316406,208.3699951171875,208.69000244140625,36827600
AAPL,2025-04-30,212.22171020507812,212.5,213.5800018310547,206.6699981689453,209.3000030517578,52286500
AAPL,2025-05-01,213.04063415527344,213.32000732421875,214.55999755859375,208.89999389648438,209.0800018310547,57365700
AAPL,2025-05-02,205.08106994628906,205.35000610351562,206.99000549316406,202.16000366210938,206.08999633789062,101010600
AAPL,2025-05-05,198.62953186035156,198.88999938964844,204.10000610351562,198.2100067138672,203.10000610351562,69018500
AAPL,2025-05-06,198.25001525878906,198.50999450683594,200.64999389648438,197.02000427246094,198.2100067138672,51216500
AAPL,2025-05-07,195.99298095703125,196.25,199.44000244140625,193.25,199.1699981689453,68536700
AAPL,2025-05-08,197.2313690185547,197.49000549316406,200.0500030517578,194.67999267578125,197.72000122070312,50478900
AAPL,2025-05-09,198.27000427246094,198.52999877929688,200.5399932861328,197.5399932861328,199.0,36453900
AAPL,2025-05-12,210.7899932861328,210.7899932861328,211.27000427246094,206.75,210.97000122070312,63775800
AAPL,2025-05-13,212.92999267578125,212.92999267578125,213.39999389648438,209.0,210.42999267578125,51909300
AAPL,2025-05-14,212.3300018310547,212.3300018310547,213.94000244140625,210.5800018310547,212.42999267578125,49325800
AAPL,2025-05-15,211.4499969482422,211.4499969482422,212.9600067138672,209.5399932861328,210.9499969482422,45029500
AAPL,2025-05-16,211.25999450683594,211.25999450683594,212.57000732421875,209.77000427246094,212.36000061035156,54737900
AAPL,2025-05-19,208.77999877929688,208.77999877929688,209.47999572753906,204.25999450683594,207.91000366210938,46140500
AAPL,2025-05-20,206.86000061035156,206.86000061035156,208.47000122070312,205.02999877929688,207.6699981689453,42496600
AAPL,2025-05-21,202.08999633789062,202.08999633789062,207.0399932861328,200.7100067138672,205.1699981689453,59211800
AAPL,2025-05-22,201.36000061035156,201.36000061035156,202.75,199.6999969482422,200.7100067138672,46742400
AAPL,2025-05-23,195.27000427246094,195.27000427246094,197.6999969482422,193.4600067138672,193.6699981689453,78432900
AAPL,2025-05-27,200.2100067138672,200.2100067138672,200.74000549316406,197.42999267578125,198.3000030517578,56288500
AAPL,2025-05-28,200.4199981689453,200.4199981689453,202.72999572753906,199.89999389648438,200.58999633789062,45339700
AAPL,2025-05-29,199.9499969482422,199.9499969482422,203.80999755859375,198.50999450683594,203.5800018310547,51396800
AAPL,2025-05-30,200.85000610351562,200.85000610351562,201.9600067138672,196.77999877929688,199.3699951171875,70819900
AAPL,2025-06-02,201.6999969482422,201.6999969482422,202.1300048828125,200.1199951171875,200.27999877929688,35423300
AAPL,2025-06-03,203.27000427246094,203.27000427246094,203.77000427246094,200.9600067138672,201.35000610351562,46381600
AAPL,2025-06-04,202.82000732421875,202.82000732421875,206.24000549316406,202.10000610351562,202.91000366210938,43604000
AAPL,2025-06-05,200.6300048828125,200.6300048828125,204.75,200.14999389648438,203.5,55126100
AAPL,2025-06-06,203.9199981689453,203.9199981689453,205.6999969482422,202.0500030517578,203.0,46607700
AAPL,2025-06-09,201.4499969482422,201.4499969482422,206.0,200.02000427246094,204.38999938964844,72862600
AAPL,2025-06-10,202.6699981689453,202.6699981689453,204.35000610351562,200.57000732421875,200.60000610351562,54672600
AAPL,2025-06-11,198.77999877929688,198.77999877929688,204.5,198.41000366210938,203.5,60989900
AAPL,2025-06-12,199.1999969482422,199.1999969482422,199.67999267578125,197.36000061035156,199.0800018310547,43904600
AAPL,2025-06-13,196.4499969482422,196.4499969482422,200.3699951171875,195.6999969482422,199.72999572753906,51447300
AAPL,2025-06-16,198.4199981689453,198.4199981689453,198.69000244140625,196.55999755859375,197.3000030517578,43020700
AAPL,2025-06-17,195.63999938964844,195.63999938964844,198.38999938964844,195.2100067138672,197.1999969482422,38856200
AAPL,2025-06-18,196.5800018310547,196.5800018310547,197.57000732421875,195.07000732421875,195.94000244140625,45394700
AAPL,2025-06-20,201.0,201.0,201.6999969482422,196.86000061035156,198.24000549316406,96813500
AAPL,2025-06-23,201.5,201.5,202.3000030517578,198.9600067138672,201.6300048828125,55814300
AAPL,2025-06-24,200.3000030517578,200.3000030517578,203.44000244140625,200.1999969482422,202.58999633789062,54064000
AAPL,2025-06-25,201.55999755859375,201.55999755859375,203.6699981689453,200.6199951171875,201.4499969482422,39525700
AAPL,2025-06-26,201.0,201.0,202.63999938964844,199.4600067138672,201.42999267578125,50799100
AAPL,2025-06-27,201.0800018310547,201.0800018310547,203.22000122070312,200.0,201.88999938964844,73188600
AAPL,2025-06-30,205.1699981689453,205.1699981689453,207.38999938964844,199.25999450683594,202.00999450683594,91912800
AAPL,2025-07-01,207.82000732421875,207.82000732421875,210.19000244140625,206.13999938964844,206.6699981689453,78788900
AAPL,2025-07-02,212.44000244140625,212.44000244140625,213.33999633789062,208.13999938964844,208.91000366210938,67941800
AAPL,2025-07-03,213.5500030517578,213.5500030517578,214.64999389648438,211.80999755859375,212.14999389648438,34955800
AAPL,2025-07-07,209.9499969482422,209.9499969482422,216.22999572753906,208.8000030517578,212.67999267578125,50229000
AAPL,2025-07-08,210.00999450683594,210.00999450683594,211.42999267578125,208.4499969482422,210.10000610351562,42848900
AAPL,2025-07-09,211.13999938964844,211.13999938964844,211.3300018310547,207.22000122070312,209.52999877929688,48749400
AAPL,2025-07-10,212.41000366210938,212.41000366210938,213.47999572753906,210.02999877929688,210.50999450683594,44443600
AAPL,2025-07-11,211.16000366210938,211.16000366210938,212.1300048828125,209.86000061035156,210.57000732421875,39719300
